shift_app,shift_dis,chi2_sm_total,chi2_geo_total,delta_total,pos_channels,lock_ok,delta_T2K_app_FHC,delta_T2K_app_RHC,delta_T2K_dis_FHC,delta_T2K_dis_RHC
-2,1,4382.977362777126,4382.720971564918,0.2563912122077454,3,False,0.4500657296164263,-0.26260964365224027,0.029049558099359274,0.03988556814408639
3,-2,4453.815525113486,4452.77476010378,1.040765009705865,2,False,0.5885826894959791,0.5096445218432564,-0.03585742703194228,-0.021604774601421184
2,-3,4514.591780851246,4513.653814404646,0.9379664465996029,2,False,0.8907638572184169,0.12721026435883687,-0.03356825135801955,-0.046439423619233366
-1,-5,4560.8515885664665,4560.880067242419,-0.028478675952101185,1,False,0.15319023936513076,-0.08528320298603376,-0.04857665789904786,-0.04780905443141137
3,-3,4608.11136056917,4607.0931410328085,1.0182195363613573,2,False,0.5885826894959791,0.5096445218432564,-0.03356825135801955,-0.046439423619233366
-1,-6,4635.5733928218115,4635.622492101711,-0.04909927989956486,1,False,0.15319023936513076,-0.08528320298603376,-0.06162698721664128,-0.055379329061452154
2,-4,4640.485212931808,4639.560610609375,0.9246023224332021,2,False,0.8907638572184169,0.12721026435883687,-0.05596348439416943,-0.03740831474959805
1,-2,4657.899840471939,4657.328717140344,0.5711233315942081,2,False,0.40855707238051764,0.22002846084706107,-0.03585742703194228,-0.021604774601421184
-1,-7,4699.861136867379,4699.926209549174,-0.06507268179484527,1,False,0.15319023936513076,-0.08528320298603376,-0.07083860512466345,-0.06214111304984726
0,-11,4701.078071657468,4700.285270119851,0.7928015376173789,2,False,0.6527932640918692,0.2591903961456907,-0.061673706104556913,-0.05750841651524752
-4,-5,4713.1810497236365,4712.388240571019,0.7928091526173375,2,False,0.772932778574841,0.1162620863731263,-0.04857665789904786,-0.04780905443141137
3,-4,4734.004792649732,4732.999937237537,1.0048554121949564,2,False,0.5885826894959791,0.5096445218432564,-0.05596348439416943,-0.03740831474959805
-1,-8,4777.736997904561,4777.816132356163,-0.07913445160193078,1,False,0.15319023936513076,-0.08528320298603376,-0.0786742305158441,-0.06836725746524053
-4,-6,4787.902853978982,4787.130665430312,0.7721885486707833,2,False,0.772932778574841,0.1162620863731263,-0.06162698721664128,-0.055379329061452154
-2,2,4803.626229175362,4803.390102976941,0.23612619842060667,3,False,0.4500657296164263,-0.26260964365224027,0.01813847976472971,0.03053163269134984
1,-3,4812.195675927623,4811.647098069373,0.5485778582497005,2,False,0.40855707238051764,0.22002846084706107,-0.03356825135801955,-0.046439423619233366
-4,-7,4852.190598024548,4851.4343828777755,0.7562151467727745,2,False,0.772932778574841,0.1162620863731263,-0.07083860512466345,-0.06214111304984726
-4,-8,4930.066459061731,4929.324305684764,0.7421533769665984,2,False,0.772932778574841,0.1162620863731263,-0.0786742305158441,-0.06836725746524053
1,-4,4938.089108008184,4937.5538942741005,0.5352137340832996,2,False,0.40855707238051764,0.22002846084706107,-0.05596348439416943,-0.03740831474959805
